node_id,type,x,y,x_m,y_m,region,degree,connected_nodes,is_door
R3_N13,junction,252,103,3.4000000000000004,-1.85,3,16,"R3_N9, R3_N14, R3_N15, R3_N17, R3_N22, R3_N23, R3_N24, R3_N27, R3_N30",False
R3_N14,junction,253,103,3.45,-1.85,3,15,"R3_N9, R3_N13, R3_N15, R3_N17, R3_N22, R3_N23, R3_N24, R3_N27, R3_N30",False
R3_N15,junction,252,104,3.4000000000000004,-1.9000000000000001,3,15,"R3_N9, R3_N13, R3_N14, R3_N17, R3_N22, R3_N23, R3_N24, R3_N27, R3_N30",False
R3_N17,junction,260,106,3.8000000000000003,-2.0,3,12,"R3_N9, R3_N13, R3_N14, R3_N15, R3_N22, R3_N23, R3_N24, R3_N27, R3_N30",False
R3_N22,junction,250,114,3.3000000000000003,-2.4000000000000004,3,12,"R3_N9, R3_N13, R3_N14, R3_N15, R3_N17, R3_N23, R3_N24, R3_N27, R3_N30",False
R3_N23,junction,249,115,3.25,-2.45,3,14,"R3_N9, R3_N13, R3_N14, R3_N15, R3_N17, R3_N22, R3_N24, R3_N27, R3_N30",False
R3_N24,junction,250,115,3.3000000000000003,-2.45,3,14,"R3_N9, R3_N13, R3_N14, R3_N15, R3_N17, R3_N22, R3_N23, R3_N27, R3_N30",False
R3_N27,junction,242,116,2.9000000000000004,-2.5,3,23,"R3_N9, R3_N13, R3_N14, R3_N15, R3_N17, R3_N22, R3_N23, R3_N24, R3_N30",False
R3_N30,junction,252,117,3.4000000000000004,-2.5500000000000003,3,16,"R3_N9, R3_N13, R3_N14, R3_N15, R3_N17, R3_N22, R3_N23, R3_N24, R3_N27",False
R4_N12,junction,195,100,0.55,-1.7000000000000002,4,13,"R4_N21, R4_N25, R4_N28, R4_N29",False
R4_N21,junction,195,114,0.55,-2.4000000000000004,4,8,"R4_N12, R4_N25, R4_N28, R4_N29",False
R4_N25,junction,201,116,0.8500000000000001,-2.5,4,13,"R4_N12, R4_N21, R4_N28, R4_N29",False
R4_N28,junction,192,117,0.4,-2.5500000000000003,4,14,"R4_N12, R4_N21, R4_N25, R4_N29",False
R4_N29,junction,200,117,0.8,-2.5500000000000003,4,22,"R4_N12, R4_N21, R4_N25, R4_N28",False
R5_N31,junction,193,136,0.45,-3.5,5,15,"R5_N32, R5_N37, R5_N39, R5_N41, R5_N48, R5_N49, R5_N50, R5_N52, R5_N53, R5_N56",False
R5_N32,junction,199,136,0.75,-3.5,5,22,"R5_N31, R5_N37, R5_N39, R5_N40, R5_N41, R5_N48, R5_N49, R5_N50, R5_N52, R5_N53, R5_N56",False
R5_N33,junction,219,136,1.75,-3.5,5,24,"R5_N34, R5_N35, R5_N36, R5_N38, R5_N39, R5_N40, R5_N41, R5_N42, R5_N43, R5_N44, R5_N45",False
R5_N34,junction,224,136,2.0,-3.5,5,25,"R5_N33, R5_N35, R5_N36, R5_N38, R5_N39, R5_N40, R5_N41, R5_N42, R5_N43, R5_N44, R5_N45",False
R5_N35,junction,221,138,1.85,-3.6,5,17,"R5_N33, R5_N34, R5_N36, R5_N38, R5_N39, R5_N40, R5_N41, R5_N42, R5_N43, R5_N44, R5_N45",False
R5_N36,junction,222,138,1.9000000000000001,-3.6,5,19,"R5_N33, R5_N34, R5_N35, R5_N38, R5_N39, R5_N40, R5_N41, R5_N42, R5_N43, R5_N44, R5_N45",False
R5_N37,junction,196,139,0.6000000000000001,-3.6500000000000004,5,24,"R5_N31, R5_N32, R5_N39, R5_N41, R5_N45, R5_N48, R5_N49, R5_N50, R5_N52, R5_N53, R5_N56",False
R5_N38,junction,221,139,1.85,-3.6500000000000004,5,23,"R5_N33, R5_N34, R5_N35, R5_N36, R5_N39, R5_N40, R5_N41, R5_N42, R5_N43, R5_N44, R5_N45",False
R5_N39,junction,202,141,0.9,-3.75,5,20,"R5_N31, R5_N32, R5_N33, R5_N34, R5_N35, R5_N36, R5_N37, R5_N38, R5_N40, R5_N41, R5_N45, R5_N48, R5_N49, R5_N50, R5_N52, R5_N53, R5_N56",False
R5_N40,junction,218,141,1.7000000000000002,-3.75,5,15,"R5_N32, R5_N33, R5_N34, R5_N35, R5_N36, R5_N38, R5_N39, R5_N42, R5_N43, R5_N44, R5_N45",False
R5_N41,junction,197,142,0.65,-3.8000000000000003,5,27,"R5_N31, R5_N32, R5_N33, R5_N34, R5_N35, R5_N36, R5_N37, R5_N38, R5_N39, R5_N48, R5_N49, R5_N50, R5_N52, R5_N53, R5_N56",False
R5_N42,junction,222,143,1.9000000000000001,-3.85,5,13,"R5_N33, R5_N34, R5_N35, R5_N36, R5_N38, R5_N40, R5_N43, R5_N44, R5_N45",False
R5_N43,junction,222,144,1.9000000000000001,-3.9000000000000004,5,13,"R5_N33, R5_N34, R5_N35, R5_N36, R5_N38, R5_N40, R5_N42, R5_N44, R5_N45",False
R5_N44,junction,223,144,1.9500000000000002,-3.9000000000000004,5,13,"R5_N33, R5_N34, R5_N35, R5_N36, R5_N38, R5_N40, R5_N42, R5_N43, R5_N45",False
R5_N45,junction,220,146,1.8,-4.0,5,16,"R5_N33, R5_N34, R5_N35, R5_N36, R5_N37, R5_N38, R5_N39, R5_N40, R5_N42, R5_N43, R5_N44",False
R5_N48,junction,197,148,0.65,-4.1000000000000005,5,22,"R5_N31, R5_N32, R5_N37, R5_N39, R5_N41, R5_N49, R5_N50, R5_N52, R5_N53, R5_N56",False
R5_N49,junction,196,149,0.6000000000000001,-4.15,5,22,"R5_N31, R5_N32, R5_N37, R5_N39, R5_N41, R5_N48, R5_N50, R5_N52, R5_N53, R5_N56",False
R5_N50,junction,197,150,0.65,-4.2,5,22,"R5_N31, R5_N32, R5_N37, R5_N39, R5_N41, R5_N48, R5_N49, R5_N52, R5_N53, R5_N56",False
R5_N52,junction,197,153,0.65,-4.3500000000000005,5,22,"R5_N31, R5_N32, R5_N37, R5_N39, R5_N41, R5_N48, R5_N49, R5_N50, R5_N53, R5_N56",False
R5_N53,junction,196,154,0.6000000000000001,-4.4,5,22,"R5_N31, R5_N32, R5_N37, R5_N39, R5_N41, R5_N48, R5_N49, R5_N50, R5_N52, R5_N56",False
R5_N56,junction,197,155,0.65,-4.45,5,22,"R5_N31, R5_N32, R5_N37, R5_N39, R5_N41, R5_N48, R5_N49, R5_N50, R5_N52, R5_N53",False
R6_N46,junction,230,146,2.3000000000000003,-4.0,6,13,"R6_N47, R6_N51, R6_N54",False
R6_N47,junction,229,147,2.25,-4.05,6,16,"R6_N46, R6_N51, R6_N54, R6_N55",False
R6_N51,junction,236,151,2.6,-4.25,6,19,"R6_N46, R6_N47, R6_N54",False
R6_N54,junction,233,154,2.45,-4.4,6,13,"R6_N46, R6_N47, R6_N51",False
R6_N55,junction,265,154,4.05,-4.4,6,3,R6_N47,False
R7_N106,intermediate,198,261,0.7000000000000001,-9.75,7,2,"R7_N104, R7_N105",False
R7_N57,junction,196,167,0.6000000000000001,-5.050000000000001,7,20,"R7_N58, R7_N59, R7_N60, R7_N61, R7_N62, R7_N63, R7_N64, R7_N65, R7_N66, R7_N67, R7_N68",False
R7_N58,junction,197,168,0.65,-5.1000000000000005,7,21,"R7_N57, R7_N59, R7_N60, R7_N61, R7_N62, R7_N63, R7_N64, R7_N65, R7_N66, R7_N67, R7_N68",False
R7_N59,junction,196,169,0.6000000000000001,-5.15,7,21,"R7_N57, R7_N58, R7_N60, R7_N61, R7_N62, R7_N63, R7_N64, R7_N65, R7_N66, R7_N67, R7_N68",False
R7_N60,junction,197,170,0.65,-5.2,7,19,"R7_N57, R7_N58, R7_N59, R7_N61, R7_N62, R7_N63, R7_N64, R7_N65, R7_N66, R7_N67, R7_N68",False
R7_N61,junction,196,171,0.6000000000000001,-5.25,7,21,"R7_N57, R7_N58, R7_N59, R7_N60, R7_N62, R7_N63, R7_N64, R7_N65, R7_N66, R7_N67, R7_N68",False
R7_N62,junction,197,172,0.65,-5.300000000000001,7,19,"R7_N57, R7_N58, R7_N59, R7_N60, R7_N61, R7_N63, R7_N64, R7_N65, R7_N66, R7_N67, R7_N68",False
R7_N63,junction,196,173,0.6000000000000001,-5.3500000000000005,7,21,"R7_N57, R7_N58, R7_N59, R7_N60, R7_N61, R7_N62, R7_N64, R7_N65, R7_N66, R7_N67, R7_N68",False
R7_N64,junction,197,174,0.65,-5.4,7,19,"R7_N57, R7_N58, R7_N59, R7_N60, R7_N61, R7_N62, R7_N63, R7_N65, R7_N66, R7_N67, R7_N68",False
R7_N65,junction,197,178,0.65,-5.6000000000000005,7,19,"R7_N57, R7_N58, R7_N59, R7_N60, R7_N61, R7_N62, R7_N63, R7_N64, R7_N66, R7_N67, R7_N68",False
R7_N66,junction,196,184,0.6000000000000001,-5.9,7,28,"R7_N57, R7_N58, R7_N59, R7_N60, R7_N61, R7_N62, R7_N63, R7_N64, R7_N65, R7_N67, R7_N68, R7_N70, R7_N71, R7_N72, R7_N73, R7_N74, R7_N75, R7_N76",False
R7_N67,junction,197,185,0.65,-5.95,7,26,"R7_N57, R7_N58, R7_N59, R7_N60, R7_N61, R7_N62, R7_N63, R7_N64, R7_N65, R7_N66, R7_N68, R7_N70, R7_N71, R7_N72, R7_N73, R7_N74, R7_N75, R7_N76",False
R7_N68,junction,196,186,0.6000000000000001,-6.0,7,26,"R7_N57, R7_N58, R7_N59, R7_N60, R7_N61, R7_N62, R7_N63, R7_N64, R7_N65, R7_N66, R7_N67, R7_N70, R7_N71, R7_N72, R7_N73, R7_N74, R7_N75, R7_N76",False
R7_N69,junction,220,187,1.8,-6.050000000000001,7,8,"R7_N70, R7_N71, R7_N72, R7_N73, R7_N74, R7_N75, R7_N110, R7_N111",False
R7_N70,junction,210,198,1.3,-6.6000000000000005,7,14,"R7_N66, R7_N67, R7_N68, R7_N69, R7_N71, R7_N72, R7_N73, R7_N74, R7_N75, R7_N76, R7_N107, R7_N108, R7_N109, R7_N110",False
R7_N71,junction,209,199,1.25,-6.65,7,15,"R7_N66, R7_N67, R7_N68, R7_N69, R7_N70, R7_N72, R7_N73, R7_N74, R7_N75, R7_N76, R7_N107, R7_N108, R7_N109, R7_N110, R7_N111",False
R7_N72,junction,210,199,1.3,-6.65,7,14,"R7_N66, R7_N67, R7_N68, R7_N69, R7_N70, R7_N71, R7_N73, R7_N74, R7_N75, R7_N76, R7_N107, R7_N108, R7_N109, R7_N110",False
R7_N73,junction,205,200,1.05,-6.7,7,18,"R7_N66, R7_N67, R7_N68, R7_N69, R7_N70, R7_N71, R7_N72, R7_N74, R7_N75, R7_N76, R7_N107, R7_N108, R7_N109, R7_N110, R7_N111, R7_N112, R7_N113, R7_N114",False
R7_N74,junction,206,200,1.1,-6.7,7,18,"R7_N66, R7_N67, R7_N68, R7_N69, R7_N70, R7_N71, R7_N72, R7_N73, R7_N75, R7_N76, R7_N107, R7_N108, R7_N109, R7_N110, R7_N111, R7_N112, R7_N113, R7_N114",False
R7_N75,junction,205,201,1.05,-6.75,7,19,"R7_N66, R7_N67, R7_N68, R7_N69, R7_N70, R7_N71, R7_N72, R7_N73, R7_N74, R7_N76, R7_N107, R7_N108, R7_N109, R7_N110, R7_N111, R7_N112, R7_N113, R7_N114",False
R7_N76,junction,220,207,1.8,-7.050000000000001,7,11,"R7_N66, R7_N67, R7_N68, R7_N70, R7_N71, R7_N72, R7_N73, R7_N74, R7_N75",False
R7_N95,junction,199,237,0.75,-8.55,7,12,"R7_N108, R7_N109, R7_N110, R7_N111, R7_N112, R7_N113, R7_N114, R7_N96, R7_N97, R7_N98, R7_N104, R7_N105",False
R7_N96,junction,203,237,0.9500000000000001,-8.55,7,12,"R7_N108, R7_N109, R7_N110, R7_N111, R7_N112, R7_N113, R7_N114, R7_N95, R7_N97, R7_N98, R7_N104, R7_N105",False
R7_N97,junction,202,238,0.9,-8.6,7,11,"R7_N109, R7_N110, R7_N111, R7_N112, R7_N113, R7_N114, R7_N95, R7_N96, R7_N98, R7_N104, R7_N105",False
R7_N98,junction,207,238,1.1500000000000001,-8.6,7,10,"R7_N110, R7_N111, R7_N112, R7_N113, R7_N114, R7_N95, R7_N96, R7_N97, R7_N104, R7_N105",False
R7_N104,junction,195,257,0.55,-9.55,7,14,"R7_N107, R7_N108, R7_N109, R7_N110, R7_N111, R7_N112, R7_N113, R7_N114, R7_N95, R7_N96, R7_N97, R7_N98, R7_N105, R7_N106",False
R7_N105,junction,192,260,0.4,-9.700000000000001,7,9,"R7_N107, R7_N113, R7_N114, R7_N95, R7_N96, R7_N97, R7_N98, R7_N104, R7_N106",False
R7_N107,junction,199,215,0.75,-7.45,7,15,"R7_N70, R7_N71, R7_N72, R7_N73, R7_N74, R7_N75, R7_N104, R7_N105, R7_N108, R7_N109, R7_N110, R7_N111, R7_N112, R7_N113, R7_N114",False
R7_N108,junction,198,216,0.7000000000000001,-7.5,7,16,"R7_N70, R7_N71, R7_N72, R7_N73, R7_N74, R7_N75, R7_N107, R7_N95, R7_N96, R7_N104, R7_N109, R7_N110, R7_N111, R7_N112, R7_N113, R7_N114",False
R7_N109,junction,198,217,0.7000000000000001,-7.550000000000001,7,17,"R7_N70, R7_N71, R7_N72, R7_N73, R7_N74, R7_N75, R7_N107, R7_N108, R7_N95, R7_N96, R7_N97, R7_N104, R7_N110, R7_N111, R7_N112, R7_N113, R7_N114",False
R7_N110,junction,198,218,0.7000000000000001,-7.6000000000000005,7,19,"R7_N69, R7_N70, R7_N71, R7_N72, R7_N73, R7_N74, R7_N75, R7_N107, R7_N108, R7_N109, R7_N95, R7_N96, R7_N97, R7_N98, R7_N104, R7_N111, R7_N112, R7_N113, R7_N114",False
R7_N111,junction,198,219,0.7000000000000001,-7.65,7,17,"R7_N69, R7_N71, R7_N73, R7_N74, R7_N75, R7_N107, R7_N108, R7_N109, R7_N110, R7_N95, R7_N96, R7_N97, R7_N98, R7_N104, R7_N112, R7_N113, R7_N114",False
R7_N112,junction,198,220,0.7000000000000001,-7.7,7,15,"R7_N73, R7_N74, R7_N75, R7_N107, R7_N108, R7_N109, R7_N110, R7_N111, R7_N95, R7_N96, R7_N97, R7_N98, R7_N104, R7_N113, R7_N114",False
R7_N113,junction,198,221,0.7000000000000001,-7.75,7,16,"R7_N73, R7_N74, R7_N75, R7_N107, R7_N108, R7_N109, R7_N110, R7_N111, R7_N112, R7_N95, R7_N96, R7_N97, R7_N98, R7_N104, R7_N105, R7_N114",False
R7_N114,junction,198,222,0.7000000000000001,-7.800000000000001,7,16,"R7_N73, R7_N74, R7_N75, R7_N107, R7_N108, R7_N109, R7_N110, R7_N111, R7_N112, R7_N113, R7_N95, R7_N96, R7_N97, R7_N98, R7_N104, R7_N105",False
R8_N77,junction,288,211,5.2,-7.25,8,9,"R8_N79, R8_N81, R8_N83, R8_N84, R8_N85, R8_N89, R8_N90, R8_N94",False
R8_N79,junction,276,212,4.6000000000000005,-7.300000000000001,8,11,"R8_N77, R8_N81, R8_N83, R8_N84, R8_N85, R8_N89, R8_N90, R8_N94, R8_N102",False
R8_N81,junction,275,213,4.55,-7.3500000000000005,8,9,"R8_N77, R8_N79, R8_N83, R8_N84, R8_N85, R8_N89, R8_N90",False
R8_N83,junction,282,217,4.9,-7.550000000000001,8,8,"R8_N77, R8_N79, R8_N81, R8_N84, R8_N85, R8_N89, R8_N90, R8_N94",False
R8_N84,junction,283,218,4.95,-7.6000000000000005,8,8,"R8_N77, R8_N79, R8_N81, R8_N83, R8_N85, R8_N89, R8_N90, R8_N94",False
R8_N85,junction,287,221,5.15,-7.75,8,8,"R8_N77, R8_N79, R8_N81, R8_N83, R8_N84, R8_N89, R8_N90, R8_N94",False
R8_N89,junction,282,228,4.9,-8.1,8,10,"R8_N77, R8_N79, R8_N81, R8_N83, R8_N84, R8_N85, R8_N90, R8_N94, R8_N101, R8_N102",False
R8_N90,junction,281,229,4.8500000000000005,-8.15,8,10,"R8_N77, R8_N79, R8_N81, R8_N83, R8_N84, R8_N85, R8_N89, R8_N94, R8_N101, R8_N102",False
R8_N94,junction,282,234,4.9,-8.4,8,9,"R8_N77, R8_N79, R8_N83, R8_N84, R8_N85, R8_N89, R8_N90, R8_N101, R8_N102",False
R8_N101,junction,284,245,5.0,-8.950000000000001,8,4,"R8_N89, R8_N90, R8_N94, R8_N102",False
R8_N102,junction,285,245,5.050000000000001,-8.950000000000001,8,5,"R8_N79, R8_N89, R8_N90, R8_N94, R8_N101",False
R9_N78,junction,238,212,2.7,-7.300000000000001,9,12,"R9_N80, R9_N82, R9_N86, R9_N87, R9_N88",False
R9_N80,junction,258,213,3.7,-7.3500000000000005,9,10,"R9_N78, R9_N82, R9_N86, R9_N87, R9_N88",False
R9_N82,junction,244,215,3.0,-7.45,9,10,"R9_N78, R9_N80, R9_N86, R9_N87, R9_N88",False
R9_N86,junction,245,226,3.0500000000000003,-8.0,9,11,"R9_N78, R9_N80, R9_N82, R9_N87, R9_N88",False
R9_N87,junction,244,227,3.0,-8.05,9,11,"R9_N78, R9_N80, R9_N82, R9_N86, R9_N88",False
R9_N88,junction,245,228,3.0500000000000003,-8.1,9,11,"R9_N78, R9_N80, R9_N82, R9_N86, R9_N87",False
R10_N91,junction,245,232,3.0500000000000003,-8.3,10,11,"R10_N92, R10_N93, R10_N99, R10_N100, R10_N103",False
R10_N92,junction,244,233,3.0,-8.35,10,10,"R10_N91, R10_N93, R10_N99, R10_N100, R10_N103",False
R10_N93,junction,245,234,3.0500000000000003,-8.4,10,10,"R10_N91, R10_N92, R10_N99, R10_N100, R10_N103",False
R10_N99,junction,243,242,2.95,-8.8,10,9,"R10_N91, R10_N92, R10_N93, R10_N100, R10_N103",False
R10_N100,junction,240,244,2.8000000000000003,-8.9,10,8,"R10_N91, R10_N92, R10_N93, R10_N99, R10_N103",False
R10_N103,junction,249,247,3.25,-9.05,10,9,"R10_N91, R10_N92, R10_N93, R10_N99, R10_N100",False
D0,door,238,108,2.7,-2.1,"Connects [2, 3]",2,"R2_N26, R3_N27",True
D1,door,204,108,1.0,-2.1,"Connects [2, 4]",2,"R2_N11, R4_N25",True
D3,door,212,127,1.4000000000000001,-3.0500000000000003,"Connects [2, 5]",2,"R2_N19, R5_N33",True
D4,door,242,126,2.9000000000000004,-3.0,"Connects [3, 5]",2,"R3_N27, R5_N34",True
D2,door,206,127,1.1,-3.0500000000000003,"Connects [4, 5]",2,"R4_N29, R5_N32",True
D5,door,232,139,2.4000000000000004,-3.6500000000000004,"Connects [5, 6]",2,"R5_N34, R6_N46",True
D6,door,195,164,0.55,-4.9,"Connects [5, 7]",2,"R5_N56, R7_N57",True
D10,door,221,240,1.85,-8.700000000000001,"Connects [7, 10]",2,"R7_N98, R10_N100",True
D7,door,231,210,2.35,-7.2,"Connects [7, 9]",2,"R7_N76, R9_N78",True
D11,door,275,256,4.55,-9.5,"Connects [8, 10]",2,"R8_N101, R10_N103",True
D8,door,262,213,3.9000000000000004,-7.3500000000000005,"Connects [8, 9]",2,"R8_N81, R9_N80",True
D9,door,245,228,3.0500000000000003,-8.1,"Connects [9, 10]",2,"R9_N88, R10_N91",True
