node_id,type,x,y,x_m,y_m,region,degree,connected_nodes,is_door
R4_N3,junction,251,139,3.45,-0.45,4,27,"R4_N2, R4_N6, R4_N14, R4_N20, R4_N23, R4_N24, R4_N25, R4_N27, R4_N30, R4_N31, R4_N33, R4_N34, R4_N36, R4_N38, R4_N39, R4_N44, R4_N45",False
R4_N6,junction,249,141,3.35,-0.55,4,25,"R4_N2, R4_N3, R4_N14, R4_N20, R4_N23, R4_N24, R4_N25, R4_N27, R4_N30, R4_N31, R4_N33, R4_N34, R4_N36, R4_N38, R4_N39, R4_N44, R4_N45",False
R4_N14,junction,252,159,3.5,-1.4500000000000002,4,25,"R4_N2, R4_N3, R4_N6, R4_N20, R4_N23, R4_N24, R4_N25, R4_N27, R4_N30, R4_N31, R4_N33, R4_N34, R4_N36, R4_N38, R4_N39, R4_N44, R4_N45",False
R4_N20,junction,250,162,3.4000000000000004,-1.6,4,22,"R4_N2, R4_N3, R4_N6, R4_N14, R4_N23, R4_N24, R4_N25, R4_N27, R4_N30, R4_N31, R4_N33, R4_N34, R4_N36, R4_N38, R4_N39, R4_N44, R4_N45",False
R4_N23,junction,242,163,3.0,-1.6500000000000001,4,25,"R4_N2, R4_N3, R4_N6, R4_N14, R4_N20, R4_N24, R4_N25, R4_N27, R4_N30, R4_N31, R4_N33, R4_N34, R4_N36, R4_N38, R4_N39, R4_N44, R4_N45",False
R4_N24,junction,252,166,3.5,-1.8,4,22,"R4_N2, R4_N3, R4_N6, R4_N14, R4_N20, R4_N23, R4_N25, R4_N27, R4_N30, R4_N31, R4_N33, R4_N34, R4_N36, R4_N38, R4_N39, R4_N44, R4_N45",False
R4_N25,junction,251,167,3.45,-1.85,4,25,"R4_N2, R4_N3, R4_N6, R4_N14, R4_N20, R4_N23, R4_N24, R4_N27, R4_N30, R4_N31, R4_N33, R4_N34, R4_N36, R4_N38, R4_N39, R4_N44, R4_N45",False
R4_N27,junction,252,168,3.5,-1.9000000000000001,4,26,"R4_N2, R4_N3, R4_N6, R4_N14, R4_N20, R4_N23, R4_N24, R4_N25, R4_N30, R4_N31, R4_N33, R4_N34, R4_N36, R4_N38, R4_N39, R4_N44, R4_N45",False
R4_N30,junction,251,169,3.45,-1.9500000000000002,4,26,"R4_N2, R4_N3, R4_N6, R4_N14, R4_N20, R4_N23, R4_N24, R4_N25, R4_N27, R4_N31, R4_N33, R4_N34, R4_N36, R4_N38, R4_N39, R4_N44, R4_N45",False
R4_N31,junction,252,170,3.5,-2.0,4,26,"R4_N2, R4_N3, R4_N6, R4_N14, R4_N20, R4_N23, R4_N24, R4_N25, R4_N27, R4_N30, R4_N33, R4_N34, R4_N36, R4_N38, R4_N39, R4_N44, R4_N45",False
R4_N33,junction,251,171,3.45,-2.0500000000000003,4,25,"R4_N2, R4_N3, R4_N6, R4_N14, R4_N20, R4_N23, R4_N24, R4_N25, R4_N27, R4_N30, R4_N31, R4_N34, R4_N36, R4_N38, R4_N39, R4_N44, R4_N45",False
R4_N34,junction,252,172,3.5,-2.1,4,25,"R4_N2, R4_N3, R4_N6, R4_N14, R4_N20, R4_N23, R4_N24, R4_N25, R4_N27, R4_N30, R4_N31, R4_N33, R4_N36, R4_N38, R4_N39, R4_N44, R4_N45",False
R4_N36,junction,251,179,3.45,-2.45,4,22,"R4_N2, R4_N3, R4_N6, R4_N14, R4_N20, R4_N23, R4_N24, R4_N25, R4_N27, R4_N30, R4_N31, R4_N33, R4_N34, R4_N38, R4_N39, R4_N44, R4_N45",False
R4_N38,junction,251,180,3.45,-2.5,4,22,"R4_N2, R4_N3, R4_N6, R4_N14, R4_N20, R4_N23, R4_N24, R4_N25, R4_N27, R4_N30, R4_N31, R4_N33, R4_N34, R4_N36, R4_N39, R4_N44, R4_N45",False
R4_N39,junction,252,180,3.5,-2.5,4,24,"R4_N2, R4_N3, R4_N6, R4_N14, R4_N20, R4_N23, R4_N24, R4_N25, R4_N27, R4_N30, R4_N31, R4_N33, R4_N34, R4_N36, R4_N38, R4_N44, R4_N45",False
R4_N44,junction,247,184,3.25,-2.7,4,25,"R4_N2, R4_N3, R4_N6, R4_N14, R4_N20, R4_N23, R4_N24, R4_N25, R4_N27, R4_N30, R4_N31, R4_N33, R4_N34, R4_N36, R4_N38, R4_N39, R4_N45",False
R4_N45,junction,256,184,3.7,-2.7,4,24,"R4_N2, R4_N3, R4_N6, R4_N14, R4_N20, R4_N23, R4_N24, R4_N25, R4_N27, R4_N30, R4_N31, R4_N33, R4_N34, R4_N36, R4_N38, R4_N39, R4_N44",False
D1,door,235,162,2.6500000000000004,-1.6,"Connects [2, 4]",2,"R2_N53, R4_N23",True
D0,door,276,158,4.7,-1.4000000000000001,"Connects [3, 4]",2,"R3_N12, R4_N14",True
D2,door,270,187,4.4,-2.85,"Connects [3, 4]",2,"R3_N48, R4_N45",True
