node1,node2,distance,same_region
16,40,24.19 px,True
16,41,24.70 px,True
16,47,41.40 px,True
16,48,26.93 px,True
16,49,34.06 px,True
16,50,37.48 px,True
16,51,62.07 px,False
16,52,61.07 px,False
17,18,1.00 px,True
17,21,1.41 px,True
17,22,21.02 px,True
17,32,9.06 px,True
17,35,14.00 px,True
17,37,18.00 px,True
17,40,19.00 px,True
17,41,19.03 px,True
17,46,28.02 px,True
17,47,31.14 px,True
17,48,24.52 px,True
17,49,26.00 px,True
17,50,28.30 px,True
18,21,1.00 px,True
18,22,20.02 px,True
18,32,9.00 px,True
18,35,14.04 px,True
18,37,18.03 px,True
18,40,19.03 px,True
18,41,19.00 px,True
18,46,27.46 px,True
18,47,30.48 px,True
18,48,24.74 px,True
18,49,25.63 px,True
18,50,27.78 px,True
19,20,41.00 px,False
19,23,33.02 px,False
19,26,6.08 px,True
19,28,7.28 px,True
19,29,7.07 px,True
19,42,27.20 px,True
19,43,26.08 px,True
19,51,16.00 px,True
19,52,17.00 px,True
19,53,18.00 px,True
51,20,25.00 px,False
51,23,17.03 px,False
51,24,27.29 px,False
51,25,26.48 px,False
51,26,18.03 px,True
51,27,27.66 px,False
51,28,19.31 px,True
51,29,18.38 px,True
51,30,26.93 px,False
51,31,28.16 px,False
51,33,27.51 px,False
51,34,28.79 px,False
51,36,31.06 px,False
51,38,31.62 px,False
51,39,32.45 px,False
51,42,38.83 px,True
51,43,22.09 px,True
51,44,31.11 px,False
51,45,38.01 px,False
51,52,1.00 px,True
51,53,2.00 px,True
52,20,24.00 px,False
52,23,16.03 px,False
52,24,26.31 px,False
52,25,25.50 px,False
52,26,18.97 px,True
52,27,26.68 px,False
52,28,20.25 px,True
52,29,19.31 px,True
52,30,25.96 px,False
52,31,27.20 px,False
52,33,26.57 px,False
52,34,27.86 px,False
52,36,30.23 px,False
52,38,30.81 px,False
52,39,31.62 px,False
52,42,39.66 px,True
52,43,22.20 px,True
52,44,30.41 px,False
52,45,37.20 px,False
52,53,1.00 px,True
53,20,23.00 px,False
53,23,15.03 px,False
53,24,25.32 px,False
53,25,24.52 px,False
53,26,19.92 px,True
53,27,25.71 px,False
53,28,21.19 px,True
53,29,20.25 px,True
53,30,25.00 px,False
53,31,26.25 px,False
53,33,25.63 px,False
53,34,26.93 px,False
53,36,29.41 px,False
53,38,30.00 px,False
53,39,30.81 px,False
53,42,40.50 px,True
53,43,22.36 px,True
53,44,29.73 px,False
53,45,36.40 px,False
20,23,8.06 px,True
20,24,4.47 px,True
20,25,5.10 px,True
20,27,6.32 px,True
20,30,7.07 px,True
20,31,8.25 px,True
20,33,9.06 px,True
20,34,10.20 px,True
20,36,17.03 px,True
20,38,18.03 px,True
20,39,18.11 px,True
20,44,22.20 px,True
20,45,22.80 px,True
21,22,20.00 px,True
21,32,8.00 px,True
21,35,13.04 px,True
21,37,17.03 px,True
21,40,18.03 px,True
21,41,18.00 px,True
21,46,26.63 px,True
21,47,29.73 px,True
21,48,23.77 px,True
21,49,24.70 px,True
21,50,26.93 px,True
22,32,21.54 px,True
22,35,24.70 px,True
22,37,27.02 px,True
22,40,27.66 px,True
22,41,26.91 px,True
22,46,22.56 px,True
22,47,22.00 px,True
22,48,34.71 px,True
22,49,25.50 px,True
22,50,23.77 px,True
23,24,10.44 px,True
23,25,9.85 px,True
23,27,11.18 px,True
23,30,10.82 px,True
23,31,12.21 px,True
23,33,12.04 px,True
23,34,13.45 px,True
23,36,18.36 px,True
23,38,19.24 px,True
23,39,19.72 px,True
23,43,28.32 px,False
23,44,21.59 px,True
23,45,25.24 px,True
24,25,1.41 px,True
24,27,2.00 px,True
24,30,3.16 px,True
24,31,4.00 px,True
24,33,5.10 px,True
24,34,6.00 px,True
24,36,13.04 px,True
24,38,14.04 px,True
24,39,14.00 px,True
24,44,18.68 px,True
24,45,18.44 px,True
25,27,1.41 px,True
25,30,2.00 px,True
25,31,3.16 px,True
25,33,4.00 px,True
25,34,5.10 px,True
25,36,12.00 px,True
25,38,13.00 px,True
25,39,13.04 px,True
25,44,17.46 px,True
25,45,17.72 px,True
26,28,1.41 px,True
26,29,1.00 px,True
26,42,21.93 px,True
26,43,21.93 px,True
27,30,1.41 px,True
27,31,2.00 px,True
27,33,3.16 px,True
27,34,4.00 px,True
27,36,11.05 px,True
27,38,12.04 px,True
27,39,12.00 px,True
27,44,16.76 px,True
27,45,16.49 px,True
28,29,1.00 px,True
28,42,20.52 px,True
28,43,21.93 px,True
29,42,21.21 px,True
29,43,21.21 px,True
30,31,1.41 px,True
30,33,2.00 px,True
30,34,3.16 px,True
30,36,10.00 px,True
30,38,11.00 px,True
30,39,11.05 px,True
30,44,15.52 px,True
30,45,15.81 px,True
31,33,1.41 px,True
31,34,2.00 px,True
31,36,9.06 px,True
31,38,10.05 px,True
31,39,10.00 px,True
31,44,14.87 px,True
31,45,14.56 px,True
32,35,5.10 px,True
32,37,9.06 px,True
32,40,10.05 px,True
32,41,10.00 px,True
32,46,20.52 px,True
32,47,24.41 px,True
32,48,16.16 px,True
32,49,17.49 px,True
32,50,20.52 px,True
33,34,1.41 px,True
33,36,8.00 px,True
33,38,9.00 px,True
33,39,9.06 px,True
33,44,13.60 px,True
33,45,13.93 px,True
34,36,7.07 px,True
34,38,8.06 px,True
34,39,8.00 px,True
34,44,13.00 px,True
34,45,12.65 px,True
35,37,4.00 px,True
35,40,5.00 px,True
35,41,5.10 px,True
35,46,18.36 px,True
35,47,22.85 px,True
35,48,11.18 px,True
35,49,14.14 px,True
35,50,18.03 px,True
36,38,1.00 px,True
36,39,1.41 px,True
36,44,6.40 px,True
36,45,7.07 px,True
37,40,1.00 px,True
37,41,1.41 px,True
37,46,16.76 px,True
37,47,21.59 px,True
37,48,7.81 px,True
37,49,11.66 px,True
37,50,16.16 px,True
38,39,1.00 px,True
38,44,5.66 px,True
38,45,6.40 px,True
39,44,6.40 px,True
39,45,5.66 px,True
40,41,1.00 px,True
40,46,16.49 px,True
40,47,21.38 px,True
40,48,7.07 px,True
40,49,11.18 px,True
40,50,15.81 px,True
41,46,15.52 px,True
41,47,20.40 px,True
41,48,7.81 px,True
41,49,10.30 px,True
41,50,14.87 px,True
43,44,24.00 px,False
43,45,33.00 px,False
44,45,9.00 px,True
46,47,5.00 px,True
46,48,21.02 px,True
46,49,6.08 px,True
46,50,1.41 px,True
47,48,26.02 px,True
47,49,11.05 px,True
47,50,6.08 px,True
48,49,15.00 px,True
48,50,20.00 px,True
49,50,5.00 px,True
