node1,node2,distance,same_region
34,43,8.25 px,True
34,44,8.06 px,True
34,45,10.77 px,True
34,46,11.66 px,False
34,47,12.08 px,False
34,51,19.21 px,False
34,54,20.12 px,False
35,36,1.00 px,True
35,38,1.00 px,True
35,39,19.24 px,True
35,40,4.24 px,True
35,41,24.33 px,True
35,42,5.10 px,True
35,43,6.08 px,True
35,44,6.32 px,True
35,45,8.06 px,True
35,46,12.04 px,False
35,47,12.04 px,False
35,51,19.85 px,False
35,54,20.00 px,False
36,38,1.41 px,True
36,39,20.22 px,True
36,40,5.00 px,True
36,41,25.32 px,True
36,42,5.00 px,True
36,43,6.00 px,True
36,44,6.08 px,True
36,45,8.25 px,True
36,46,11.31 px,False
36,47,11.40 px,False
36,51,19.10 px,False
36,54,19.42 px,False
37,39,6.32 px,True
37,41,3.16 px,True
37,45,25.00 px,True
37,48,9.06 px,True
37,49,10.00 px,True
37,50,11.05 px,True
37,51,41.76 px,False
37,52,14.04 px,True
37,53,15.00 px,True
37,56,16.03 px,True
37,57,28.00 px,False
37,58,29.02 px,False
37,59,30.00 px,False
37,60,31.02 px,False
37,61,32.00 px,False
37,62,33.02 px,False
37,63,34.00 px,False
37,64,35.01 px,False
37,65,39.01 px,False
37,66,45.00 px,False
37,67,46.01 px,False
37,68,47.00 px,False
38,39,19.10 px,True
38,40,3.61 px,True
38,41,24.19 px,True
38,42,4.12 px,True
38,43,5.10 px,True
38,44,5.39 px,True
38,45,7.07 px,True
38,46,11.40 px,False
38,47,11.31 px,False
38,51,19.21 px,False
38,54,19.21 px,False
39,40,16.00 px,True
39,41,5.10 px,True
39,45,18.68 px,True
39,47,27.66 px,False
39,48,8.60 px,True
39,49,10.00 px,True
39,50,10.30 px,True
39,51,35.44 px,False
39,52,13.00 px,True
39,53,14.32 px,True
39,55,64.33 px,False
39,56,14.87 px,True
40,42,4.47 px,True
40,43,5.00 px,True
40,44,5.83 px,True
40,45,5.39 px,True
40,46,13.00 px,False
40,47,12.53 px,False
40,51,20.59 px,False
40,54,19.85 px,False
41,48,6.00 px,True
41,49,7.07 px,True
41,50,8.00 px,True
41,52,11.00 px,True
41,53,12.04 px,True
41,56,13.00 px,True
41,57,25.02 px,False
41,58,26.00 px,False
41,59,27.02 px,False
41,60,28.00 px,False
41,61,29.02 px,False
41,62,30.00 px,False
41,63,31.02 px,False
41,64,32.00 px,False
41,65,36.00 px,False
41,66,42.01 px,False
41,67,43.00 px,False
41,68,44.01 px,False
42,43,1.00 px,True
42,44,1.41 px,True
42,45,3.61 px,True
42,46,8.54 px,False
42,47,8.06 px,False
42,51,16.12 px,False
42,54,15.56 px,False
43,44,1.00 px,True
43,45,2.83 px,True
43,46,8.25 px,False
43,47,7.62 px,False
43,51,15.65 px,False
43,54,14.87 px,False
44,45,3.61 px,True
44,46,7.28 px,False
44,47,6.71 px,False
44,51,14.76 px,False
44,54,14.14 px,False
45,46,10.00 px,False
45,47,9.06 px,False
45,51,16.76 px,False
45,54,15.26 px,False
45,55,45.71 px,False
46,47,1.41 px,True
46,51,7.81 px,True
46,54,8.54 px,True
47,51,8.06 px,True
47,54,8.06 px,True
47,55,36.67 px,True
48,49,1.41 px,True
48,50,2.00 px,True
48,52,5.00 px,True
48,53,6.08 px,True
48,56,7.00 px,True
48,57,19.03 px,False
48,58,20.00 px,False
48,59,21.02 px,False
48,60,22.00 px,False
48,61,23.02 px,False
48,62,24.00 px,False
48,63,25.02 px,False
48,64,26.00 px,False
48,65,30.00 px,False
48,66,36.01 px,False
48,67,37.00 px,False
48,68,38.01 px,False
49,50,1.41 px,True
49,52,4.12 px,True
49,53,5.00 px,True
49,56,6.08 px,True
49,57,18.00 px,False
49,58,19.03 px,False
49,59,20.00 px,False
49,60,21.02 px,False
49,61,22.00 px,False
49,62,23.02 px,False
49,63,24.00 px,False
49,64,25.02 px,False
49,65,29.02 px,False
49,66,35.00 px,False
49,67,36.01 px,False
49,68,37.00 px,False
50,52,3.00 px,True
50,53,4.12 px,True
50,56,5.00 px,True
50,57,17.03 px,False
50,58,18.00 px,False
50,59,19.03 px,False
50,60,20.00 px,False
50,61,21.02 px,False
50,62,22.00 px,False
50,63,23.02 px,False
50,64,24.00 px,False
50,65,28.00 px,False
50,66,34.01 px,False
50,67,35.00 px,False
50,68,36.01 px,False
51,54,4.24 px,True
52,53,1.41 px,True
52,56,2.00 px,True
52,57,14.04 px,False
52,58,15.00 px,False
52,59,16.03 px,False
52,60,17.00 px,False
52,61,18.03 px,False
52,62,19.00 px,False
52,63,20.02 px,False
52,64,21.00 px,False
52,65,25.00 px,False
52,66,31.02 px,False
52,67,32.00 px,False
52,68,33.02 px,False
53,56,1.41 px,True
53,57,13.00 px,False
53,58,14.04 px,False
53,59,15.00 px,False
53,60,16.03 px,False
53,61,17.00 px,False
53,62,18.03 px,False
53,63,19.00 px,False
53,64,20.02 px,False
53,65,24.02 px,False
53,66,30.00 px,False
53,67,31.02 px,False
53,68,32.00 px,False
56,57,12.04 px,False
56,58,13.00 px,False
56,59,14.04 px,False
56,60,15.00 px,False
56,61,16.03 px,False
56,62,17.00 px,False
56,63,18.03 px,False
56,64,19.00 px,False
56,65,23.00 px,False
56,66,29.02 px,False
56,67,30.00 px,False
56,68,31.02 px,False
57,58,1.41 px,True
57,59,2.00 px,True
57,60,3.16 px,True
57,61,4.00 px,True
57,62,5.10 px,True
57,63,6.00 px,True
57,64,7.07 px,True
57,65,11.05 px,True
57,66,17.00 px,True
57,67,18.03 px,True
57,68,19.00 px,True
58,59,1.41 px,True
58,60,2.00 px,True
58,61,3.16 px,True
58,62,4.00 px,True
58,63,5.10 px,True
58,64,6.00 px,True
58,65,10.00 px,True
58,66,16.03 px,True
58,67,17.00 px,True
58,68,18.03 px,True
59,60,1.41 px,True
59,61,2.00 px,True
59,62,3.16 px,True
59,63,4.00 px,True
59,64,5.10 px,True
59,65,9.06 px,True
59,66,15.00 px,True
59,67,16.03 px,True
59,68,17.00 px,True
60,61,1.41 px,True
60,62,2.00 px,True
60,63,3.16 px,True
60,64,4.00 px,True
60,65,8.00 px,True
60,66,14.04 px,True
60,67,15.00 px,True
60,68,16.03 px,True
61,62,1.41 px,True
61,63,2.00 px,True
61,64,3.16 px,True
61,65,7.07 px,True
61,66,13.00 px,True
61,67,14.04 px,True
61,68,15.00 px,True
62,63,1.41 px,True
62,64,2.00 px,True
62,65,6.00 px,True
62,66,12.04 px,True
62,67,13.00 px,True
62,68,14.04 px,True
63,64,1.41 px,True
63,65,5.10 px,True
63,66,11.00 px,True
63,67,12.04 px,True
63,68,13.00 px,True
64,65,4.00 px,True
64,66,10.05 px,True
64,67,11.00 px,True
64,68,12.04 px,True
65,66,6.08 px,True
65,67,7.00 px,True
65,68,8.06 px,True
66,67,1.41 px,True
66,68,2.00 px,True
66,70,19.80 px,True
66,71,19.85 px,True
66,72,20.52 px,True
66,73,18.36 px,True
66,74,18.87 px,True
66,75,19.24 px,True
66,76,33.24 px,True
67,68,1.41 px,True
67,70,18.38 px,True
67,71,18.44 px,True
67,72,19.10 px,True
67,73,17.00 px,True
67,74,17.49 px,True
67,75,17.89 px,True
67,76,31.83 px,True
68,70,18.44 px,True
68,71,18.38 px,True
68,72,19.10 px,True
68,73,16.64 px,True
68,74,17.20 px,True
68,75,17.49 px,True
68,76,31.89 px,True
69,70,14.87 px,True
69,71,16.28 px,True
69,72,15.62 px,True
69,73,19.85 px,True
69,74,19.10 px,True
69,75,20.52 px,True
69,110,38.01 px,True
69,111,38.83 px,True
70,71,1.41 px,True
70,72,1.00 px,True
70,73,5.39 px,True
70,74,4.47 px,True
70,75,5.83 px,True
70,76,13.45 px,True
70,107,20.25 px,True
70,108,21.63 px,True
70,109,22.47 px,True
70,110,23.32 px,True
71,72,1.00 px,True
71,73,4.12 px,True
71,74,3.16 px,True
71,75,4.47 px,True
71,76,13.60 px,True
71,107,18.87 px,True
71,108,20.25 px,True
71,109,21.10 px,True
71,110,21.95 px,True
71,111,22.83 px,True
72,73,5.10 px,True
72,74,4.12 px,True
72,75,5.39 px,True
72,76,12.81 px,True
72,107,19.42 px,True
72,108,20.81 px,True
72,109,21.63 px,True
72,110,22.47 px,True
73,74,1.00 px,True
73,75,1.00 px,True
73,76,16.55 px,True
73,107,16.16 px,True
73,108,17.46 px,True
73,109,18.38 px,True
73,110,19.31 px,True
73,111,20.25 px,True
73,112,21.19 px,True
73,113,22.14 px,True
73,114,23.09 px,True
74,75,1.41 px,True
74,76,15.65 px,True
74,107,16.55 px,True
74,108,17.89 px,True
74,109,18.79 px,True
74,110,19.70 px,True
74,111,20.62 px,True
74,112,21.54 px,True
74,113,22.47 px,True
74,114,23.41 px,True
75,76,16.16 px,True
75,78,34.79 px,False
75,107,15.23 px,True
75,108,16.55 px,True
75,109,17.46 px,True
75,110,18.38 px,True
75,111,19.31 px,True
75,112,20.25 px,True
75,113,21.19 px,True
75,114,22.14 px,True
76,78,18.68 px,False
76,82,25.30 px,False
77,79,12.04 px,True
77,80,30.07 px,False
77,81,13.15 px,True
77,83,8.49 px,True
77,84,8.60 px,True
77,85,10.05 px,True
77,89,18.03 px,True
77,90,19.31 px,True
77,94,23.77 px,True
78,79,38.00 px,False
78,80,20.02 px,True
78,81,37.01 px,False
78,82,6.71 px,True
78,86,15.65 px,True
78,87,16.16 px,True
78,88,17.46 px,True
78,91,21.19 px,False
78,93,23.09 px,False
78,103,36.69 px,False
79,80,18.03 px,False
79,81,1.41 px,True
79,83,7.81 px,True
79,84,9.22 px,True
79,85,14.21 px,True
79,89,17.09 px,True
79,90,17.72 px,True
79,94,22.80 px,True
79,102,34.21 px,True
80,81,17.00 px,False
80,82,14.14 px,True
80,86,18.38 px,True
80,87,19.80 px,True
80,88,19.85 px,True
80,91,23.02 px,False
80,92,24.41 px,False
81,83,8.06 px,True
81,84,9.43 px,True
81,85,14.42 px,True
81,89,16.55 px,True
81,90,17.09 px,True
107,104,42.19 px,True
107,105,45.54 px,True
107,108,1.41 px,True
107,109,2.24 px,True
107,110,3.16 px,True
107,111,4.12 px,True
107,112,5.10 px,True
107,113,6.08 px,True
107,114,7.07 px,True
82,86,11.05 px,True
82,87,12.00 px,True
82,88,13.04 px,True
82,91,17.03 px,False
82,92,18.00 px,False
82,93,19.03 px,False
82,99,27.02 px,False
108,95,21.02 px,True
108,96,21.59 px,True
108,104,41.11 px,True
108,109,1.00 px,True
108,110,2.00 px,True
108,111,3.00 px,True
108,112,4.00 px,True
108,113,5.00 px,True
108,114,6.00 px,True
109,95,20.02 px,True
109,96,20.62 px,True
109,97,21.38 px,True
109,104,40.11 px,True
109,110,1.00 px,True
109,111,2.00 px,True
109,112,3.00 px,True
109,113,4.00 px,True
109,114,5.00 px,True
83,84,1.41 px,True
83,85,6.40 px,True
83,89,11.00 px,True
83,90,12.04 px,True
83,94,17.00 px,True
110,95,19.03 px,True
110,96,19.65 px,True
110,97,20.40 px,True
110,98,21.93 px,True
110,104,39.12 px,True
110,111,1.00 px,True
110,112,2.00 px,True
110,113,3.00 px,True
110,114,4.00 px,True
84,85,5.00 px,True
84,89,10.05 px,True
84,90,11.18 px,True
84,94,16.03 px,True
111,95,18.03 px,True
111,96,18.68 px,True
111,97,19.42 px,True
111,98,21.02 px,True
111,104,38.12 px,True
111,112,1.00 px,True
111,113,2.00 px,True
111,114,3.00 px,True
112,95,17.03 px,True
112,96,17.72 px,True
112,97,18.44 px,True
112,98,20.12 px,True
112,104,37.12 px,True
112,113,1.00 px,True
112,114,2.00 px,True
113,95,16.03 px,True
113,96,16.76 px,True
113,97,17.46 px,True
113,98,19.24 px,True
113,104,36.12 px,True
113,105,39.46 px,True
113,114,1.00 px,True
85,89,8.60 px,True
85,90,10.00 px,True
85,94,13.93 px,True
114,95,15.03 px,True
114,96,15.81 px,True
114,97,16.49 px,True
114,98,18.36 px,True
114,104,35.13 px,True
114,105,38.47 px,True
86,87,1.41 px,True
86,88,2.00 px,True
86,91,6.00 px,False
86,92,7.07 px,False
86,93,8.00 px,False
86,99,16.12 px,False
86,100,18.68 px,False
86,103,21.38 px,False
87,88,1.41 px,True
87,91,5.10 px,False
87,92,6.00 px,False
87,93,7.07 px,False
87,99,15.03 px,False
87,100,17.46 px,False
87,103,20.62 px,False
88,91,4.00 px,False
88,92,5.10 px,False
88,93,6.00 px,False
88,99,14.14 px,False
88,100,16.76 px,False
88,103,19.42 px,False
89,90,1.41 px,True
89,94,6.00 px,True
89,101,17.12 px,True
89,102,17.26 px,True
90,94,5.10 px,True
90,101,16.28 px,True
90,102,16.49 px,True
91,92,1.41 px,True
91,93,2.00 px,True
91,99,10.20 px,True
91,100,13.00 px,True
91,103,15.52 px,True
92,93,1.41 px,True
92,99,9.06 px,True
92,100,11.70 px,True
92,103,14.87 px,True
93,99,8.25 px,True
93,100,11.18 px,True
93,103,13.60 px,True
94,101,11.18 px,True
94,102,11.40 px,True
95,96,4.00 px,True
95,97,3.16 px,True
95,98,8.06 px,True
95,104,20.40 px,True
95,105,24.04 px,True
96,97,1.41 px,True
96,98,4.12 px,True
96,104,21.54 px,True
96,105,25.50 px,True
97,98,5.00 px,True
97,104,20.25 px,True
97,105,24.17 px,True
98,104,22.47 px,True
98,105,26.63 px,True
99,100,3.61 px,True
99,103,7.81 px,True
100,103,9.49 px,True
101,102,1.00 px,True
104,105,4.24 px,True
104,106,5.00 px,True
105,106,6.08 px,True
