node1,node2,distance,same_region
85,113,46.10 px,False
85,117,47.51 px,False
86,87,2.24 px,True
86,88,1.41 px,True
86,89,2.24 px,True
86,91,5.00 px,True
86,93,6.08 px,True
86,95,7.00 px,True
86,96,8.06 px,True
86,97,9.00 px,True
86,98,40.26 px,False
86,99,31.62 px,False
86,106,16.00 px,False
86,111,30.61 px,False
86,112,25.30 px,False
86,113,51.48 px,False
86,114,31.40 px,False
86,115,30.81 px,False
86,118,51.11 px,False
86,120,27.46 px,False
86,121,38.42 px,False
87,88,1.00 px,True
87,89,1.41 px,True
87,91,4.47 px,True
87,93,5.10 px,True
87,95,6.32 px,True
87,96,7.07 px,True
87,97,8.25 px,True
87,98,38.08 px,False
87,99,29.41 px,False
87,106,15.13 px,False
87,111,28.60 px,False
87,112,23.77 px,False
87,113,49.24 px,False
87,114,29.41 px,False
87,115,28.84 px,False
87,118,48.88 px,False
87,120,26.17 px,False
87,121,36.40 px,False
88,89,1.00 px,True
88,91,4.12 px,True
88,93,5.00 px,True
88,95,6.08 px,True
88,96,7.00 px,True
88,97,8.06 px,True
88,98,39.05 px,False
88,99,30.36 px,False
88,106,15.03 px,False
88,111,29.21 px,False
88,112,24.04 px,False
88,114,30.00 px,False
88,115,29.41 px,False
88,118,49.74 px,False
88,120,26.31 px,False
88,121,37.01 px,False
89,91,3.16 px,True
89,93,4.00 px,True
89,95,5.10 px,True
89,96,6.00 px,True
89,97,7.07 px,True
89,98,38.83 px,False
89,106,14.04 px,False
89,111,28.43 px,False
89,112,23.09 px,False
89,113,49.65 px,False
89,114,29.21 px,False
89,115,28.60 px,False
89,117,51.00 px,False
89,118,49.24 px,False
89,120,25.32 px,False
89,121,36.24 px,False
90,92,1.41 px,True
90,94,2.00 px,True
90,103,10.05 px,True
90,104,28.79 px,True
90,105,30.08 px,True
90,107,14.04 px,True
90,108,17.03 px,True
90,109,18.00 px,True
90,110,19.03 px,True
90,116,21.21 px,True
90,119,22.09 px,True
91,93,1.41 px,True
91,95,2.00 px,True
91,96,3.16 px,True
91,97,4.00 px,True
91,106,11.00 px,False
91,111,26.87 px,False
91,112,20.62 px,False
91,113,49.24 px,False
91,114,27.59 px,False
91,115,26.91 px,False
91,117,50.57 px,False
91,120,22.56 px,False
91,121,34.66 px,False
92,94,1.41 px,True
92,103,9.22 px,True
92,105,30.68 px,True
92,107,13.00 px,True
92,108,16.00 px,True
92,109,17.03 px,True
92,110,18.00 px,True
92,116,20.10 px,True
92,119,21.21 px,True
93,95,1.41 px,True
93,96,2.00 px,True
93,97,3.16 px,True
93,106,10.05 px,False
93,111,25.46 px,False
93,112,19.31 px,False
93,113,47.93 px,False
93,114,26.17 px,False
93,115,25.50 px,False
93,118,47.42 px,False
93,120,21.38 px,False
93,121,33.24 px,False
94,103,8.06 px,True
94,104,28.16 px,True
94,105,29.41 px,True
94,107,12.04 px,True
94,108,15.03 px,True
94,109,16.00 px,True
94,110,17.03 px,True
94,116,19.24 px,True
94,119,20.10 px,True
95,96,1.41 px,True
95,97,2.00 px,True
95,106,9.00 px,False
95,111,25.50 px,False
95,112,18.79 px,False
95,113,48.47 px,False
95,114,26.17 px,False
95,115,25.46 px,False
95,117,49.77 px,False
95,118,47.93 px,False
95,120,20.62 px,False
95,121,33.24 px,False
96,97,1.41 px,True
96,106,8.06 px,False
96,111,24.08 px,False
96,112,17.46 px,False
96,113,47.17 px,False
96,114,24.76 px,False
96,115,24.04 px,False
96,117,48.47 px,False
96,118,46.62 px,False
96,120,19.42 px,False
96,121,31.83 px,False
97,106,7.00 px,False
97,111,24.21 px,False
97,112,17.00 px,False
97,113,47.76 px,False
97,114,24.84 px,False
97,115,24.08 px,False
97,117,49.04 px,False
97,118,47.17 px,False
97,120,18.68 px,False
97,121,31.89 px,False
98,99,9.00 px,True
98,100,10.00 px,True
98,101,10.05 px,True
98,111,24.41 px,False
98,112,34.01 px,False
98,113,16.16 px,True
98,114,25.00 px,False
98,115,25.81 px,False
98,117,17.46 px,True
98,118,16.76 px,True
98,120,38.01 px,False
98,121,25.00 px,False
99,100,1.00 px,True
99,101,1.41 px,True
99,111,17.80 px,False
99,112,26.08 px,False
99,113,21.21 px,True
99,114,18.60 px,False
99,115,19.21 px,False
99,117,22.63 px,True
99,118,21.26 px,True
99,120,30.23 px,False
99,121,20.88 px,False
100,101,1.00 px,True
100,111,17.20 px,False
100,112,25.24 px,False
100,113,21.93 px,True
100,114,18.03 px,False
100,115,18.60 px,False
100,117,23.35 px,True
100,118,21.93 px,True
100,120,29.41 px,False
100,121,20.62 px,False
101,111,16.40 px,False
101,112,24.70 px,False
101,113,21.26 px,True
101,114,17.20 px,False
101,115,17.80 px,False
101,117,22.67 px,True
101,118,21.21 px,True
101,120,28.84 px,False
101,121,19.65 px,False
102,103,27.02 px,True
102,104,1.41 px,True
102,105,2.00 px,True
102,107,29.43 px,True
102,108,30.08 px,True
102,109,29.41 px,True
102,110,30.68 px,True
102,116,33.24 px,True
102,119,29.07 px,True
103,104,26.00 px,True
103,105,27.02 px,True
103,107,4.47 px,True
103,108,7.28 px,True
103,109,8.06 px,True
103,110,9.22 px,True
103,116,11.70 px,True
103,119,12.04 px,True
104,105,1.41 px,True
104,107,28.28 px,True
104,109,28.16 px,True
104,116,31.95 px,True
104,119,27.73 px,True
105,119,28.23 px,True
106,111,20.62 px,True
106,112,11.31 px,True
106,113,45.89 px,False
106,114,21.02 px,True
106,115,20.12 px,True
106,117,47.07 px,False
106,118,45.12 px,False
106,120,12.08 px,True
106,121,27.78 px,True
107,108,3.00 px,True
107,109,4.12 px,True
107,110,5.00 px,True
107,116,7.28 px,True
107,119,8.54 px,True
108,109,1.41 px,True
108,110,2.00 px,True
108,116,4.47 px,True
108,119,5.83 px,True
109,110,1.41 px,True
109,116,4.24 px,True
109,119,4.47 px,True
110,116,2.83 px,True
110,119,4.24 px,True
111,112,11.00 px,True
111,113,26.02 px,False
111,114,1.00 px,True
111,115,1.41 px,True
111,117,27.07 px,False
111,118,25.08 px,False
111,120,14.32 px,True
111,121,7.81 px,True
112,113,37.01 px,False
112,114,11.05 px,True
112,115,10.05 px,True
112,117,38.05 px,False
112,118,36.06 px,False
112,120,4.24 px,True
112,121,17.09 px,True
113,114,26.00 px,False
113,115,27.00 px,False
113,117,1.41 px,True
113,118,1.41 px,True
113,120,40.05 px,False
113,121,21.59 px,False
114,115,1.00 px,True
114,117,27.02 px,False
114,118,25.02 px,False
114,120,14.14 px,True
114,121,7.07 px,True
115,117,28.02 px,False
115,118,26.02 px,False
115,120,13.15 px,True
115,121,7.81 px,True
116,119,5.10 px,True
117,118,2.00 px,True
117,120,41.01 px,False
117,121,22.36 px,False
118,120,39.01 px,False
118,121,20.40 px,False
120,121,19.24 px,True
