node_id,type,x,y,x_m,y_m,region,degree,connected_nodes,is_door
R4_N41,junction,179,225,2.85,-2.95,4,34,"R4_N28, R4_N122, R4_N123, R4_N124, R4_N125, R4_N126, R4_N40, R4_N42, R4_N43, R4_N46, R4_N47, R4_N48, R4_N49, R4_N50, R4_N51, R4_N52, R4_N53, R4_N54, R4_N55, R4_N56, R4_N57, R4_N58, R4_N60, R4_N61, R4_N63, R4_N71, R4_N72, R4_N73",False
R4_N42,junction,188,225,3.3000000000000003,-2.95,4,33,"R4_N28, R4_N122, R4_N123, R4_N124, R4_N125, R4_N126, R4_N40, R4_N41, R4_N43, R4_N46, R4_N47, R4_N48, R4_N49, R4_N50, R4_N51, R4_N52, R4_N53, R4_N54, R4_N55, R4_N56, R4_N58, R4_N59, R4_N61, R4_N62, R4_N63, R4_N66, R4_N69, R4_N73",False
R4_N43,junction,191,225,3.45,-2.95,4,28,"R4_N28, R4_N122, R4_N123, R4_N124, R4_N125, R4_N126, R4_N40, R4_N41, R4_N42, R4_N46, R4_N47, R4_N48, R4_N49, R4_N50, R4_N51, R4_N52, R4_N53, R4_N54, R4_N55, R4_N56, R4_N58, R4_N60, R4_N61, R4_N62, R4_N71, R4_N72",False
R4_N46,junction,178,226,2.8000000000000003,-3.0,4,36,"R4_N28, R4_N122, R4_N123, R4_N124, R4_N125, R4_N126, R4_N40, R4_N41, R4_N42, R4_N43, R4_N47, R4_N48, R4_N49, R4_N50, R4_N51, R4_N52, R4_N53, R4_N54, R4_N55, R4_N56, R4_N57, R4_N58, R4_N60, R4_N61, R4_N63, R4_N71, R4_N72, R4_N73",False
R4_N47,junction,190,226,3.4000000000000004,-3.0,4,29,"R4_N28, R4_N122, R4_N123, R4_N124, R4_N125, R4_N126, R4_N40, R4_N41, R4_N42, R4_N43, R4_N46, R4_N48, R4_N49, R4_N50, R4_N51, R4_N52, R4_N53, R4_N54, R4_N55, R4_N56, R4_N58, R4_N59, R4_N60, R4_N61, R4_N62, R4_N71, R4_N72",False
R4_N48,junction,191,226,3.45,-3.0,4,29,"R4_N28, R4_N122, R4_N123, R4_N124, R4_N125, R4_N126, R4_N40, R4_N41, R4_N42, R4_N43, R4_N46, R4_N47, R4_N49, R4_N50, R4_N51, R4_N52, R4_N53, R4_N54, R4_N55, R4_N56, R4_N58, R4_N59, R4_N60, R4_N61, R4_N62, R4_N66, R4_N69",False
R4_N49,junction,158,232,1.8,-3.3000000000000003,4,34,"R4_N122, R4_N123, R4_N124, R4_N125, R4_N126, R4_N40, R4_N41, R4_N42, R4_N43, R4_N46, R4_N47, R4_N48, R4_N51, R4_N52, R4_N53, R4_N54, R4_N55, R4_N56, R4_N57, R4_N58, R4_N59, R4_N60, R4_N61, R4_N62, R4_N63, R4_N66, R4_N69, R4_N71, R4_N72, R4_N73",False
R4_N50,junction,200,235,3.9000000000000004,-3.45,4,32,"R4_N19, R4_N20, R4_N28, R4_N122, R4_N124, R4_N125, R4_N126, R4_N40, R4_N41, R4_N42, R4_N43, R4_N46, R4_N47, R4_N48, R4_N64, R4_N65, R4_N67, R4_N68",False
R4_N51,junction,164,238,2.1,-3.6,4,34,"R4_N122, R4_N123, R4_N124, R4_N125, R4_N126, R4_N40, R4_N41, R4_N42, R4_N43, R4_N46, R4_N47, R4_N48, R4_N49, R4_N52, R4_N53, R4_N54, R4_N55, R4_N56, R4_N58, R4_N59, R4_N60, R4_N61, R4_N62, R4_N63, R4_N66, R4_N69, R4_N71, R4_N72, R4_N73",False
R4_N52,junction,165,238,2.15,-3.6,4,35,"R4_N28, R4_N122, R4_N123, R4_N124, R4_N125, R4_N126, R4_N40, R4_N41, R4_N42, R4_N43, R4_N46, R4_N47, R4_N48, R4_N49, R4_N51, R4_N53, R4_N54, R4_N55, R4_N56, R4_N58, R4_N59, R4_N60, R4_N61, R4_N62, R4_N63, R4_N66, R4_N69, R4_N71, R4_N72, R4_N73",False
R4_N53,junction,165,239,2.15,-3.6500000000000004,4,34,"R4_N28, R4_N122, R4_N123, R4_N124, R4_N125, R4_N126, R4_N40, R4_N41, R4_N42, R4_N43, R4_N46, R4_N47, R4_N48, R4_N49, R4_N51, R4_N52, R4_N54, R4_N55, R4_N56, R4_N58, R4_N59, R4_N60, R4_N61, R4_N62, R4_N63, R4_N66, R4_N69, R4_N71, R4_N72, R4_N73",False
R4_N54,junction,165,240,2.15,-3.7,4,33,"R4_N28, R4_N122, R4_N123, R4_N124, R4_N125, R4_N126, R4_N40, R4_N41, R4_N42, R4_N43, R4_N46, R4_N47, R4_N48, R4_N49, R4_N51, R4_N52, R4_N53, R4_N55, R4_N56, R4_N58, R4_N59, R4_N60, R4_N61, R4_N62, R4_N63, R4_N66, R4_N69, R4_N71, R4_N72, R4_N73",False
R4_N55,junction,165,241,2.15,-3.75,4,35,"R4_N28, R4_N122, R4_N123, R4_N124, R4_N125, R4_N126, R4_N40, R4_N41, R4_N42, R4_N43, R4_N46, R4_N47, R4_N48, R4_N49, R4_N51, R4_N52, R4_N53, R4_N54, R4_N56, R4_N58, R4_N59, R4_N60, R4_N61, R4_N62, R4_N63, R4_N66, R4_N69, R4_N71, R4_N72, R4_N73",False
R4_N56,junction,166,241,2.2,-3.75,4,36,"R4_N28, R4_N122, R4_N123, R4_N124, R4_N125, R4_N126, R4_N40, R4_N41, R4_N42, R4_N43, R4_N46, R4_N47, R4_N48, R4_N49, R4_N51, R4_N52, R4_N53, R4_N54, R4_N55, R4_N58, R4_N59, R4_N60, R4_N61, R4_N62, R4_N63, R4_N66, R4_N69, R4_N71, R4_N72, R4_N73",False
R4_N57,junction,133,243,0.55,-3.85,4,22,"R4_N40, R4_N41, R4_N46, R4_N49, R4_N59, R4_N60, R4_N61, R4_N62, R4_N63, R4_N66, R4_N69, R4_N71, R4_N72, R4_N73, R4_N77, R4_N78, R4_N79, R4_N80, R4_N81, R4_N82, R4_N83",False
R4_N58,junction,171,246,2.45,-4.0,4,36,"R4_N28, R4_N122, R4_N123, R4_N124, R4_N125, R4_N126, R4_N40, R4_N41, R4_N42, R4_N43, R4_N46, R4_N47, R4_N48, R4_N49, R4_N51, R4_N52, R4_N53, R4_N54, R4_N55, R4_N56, R4_N59, R4_N60, R4_N61, R4_N62, R4_N63, R4_N66, R4_N69, R4_N71, R4_N72, R4_N73, R4_N77, R4_N81",False
R4_N59,junction,139,249,0.8500000000000001,-4.15,4,27,"R4_N40, R4_N42, R4_N47, R4_N48, R4_N49, R4_N51, R4_N52, R4_N53, R4_N54, R4_N55, R4_N56, R4_N57, R4_N58, R4_N60, R4_N61, R4_N62, R4_N63, R4_N66, R4_N69, R4_N71, R4_N72, R4_N73, R4_N77, R4_N78, R4_N81, R4_N83",False
R4_N60,junction,139,250,0.8500000000000001,-4.2,4,29,"R4_N41, R4_N43, R4_N46, R4_N47, R4_N48, R4_N49, R4_N51, R4_N52, R4_N53, R4_N54, R4_N55, R4_N56, R4_N57, R4_N58, R4_N59, R4_N61, R4_N62, R4_N63, R4_N66, R4_N69, R4_N71, R4_N72, R4_N73, R4_N77, R4_N78, R4_N79, R4_N81, R4_N82, R4_N83",False
R4_N61,junction,140,250,0.9,-4.2,4,32,"R4_N40, R4_N41, R4_N42, R4_N43, R4_N46, R4_N47, R4_N48, R4_N49, R4_N51, R4_N52, R4_N53, R4_N54, R4_N55, R4_N56, R4_N57, R4_N58, R4_N59, R4_N60, R4_N62, R4_N63, R4_N66, R4_N69, R4_N71, R4_N72, R4_N73, R4_N77, R4_N78, R4_N81, R4_N83",False
R4_N62,junction,133,256,0.55,-4.5,4,33,"R4_N40, R4_N42, R4_N43, R4_N47, R4_N48, R4_N49, R4_N51, R4_N52, R4_N53, R4_N54, R4_N55, R4_N56, R4_N57, R4_N58, R4_N59, R4_N60, R4_N61, R4_N63, R4_N66, R4_N69, R4_N71, R4_N72, R4_N73, R4_N77, R4_N78, R4_N79, R4_N80, R4_N81, R4_N82, R4_N83",False
R4_N63,junction,152,257,1.5,-4.55,4,40,"R4_N28, R4_N124, R4_N125, R4_N126, R4_N40, R4_N41, R4_N42, R4_N46, R4_N49, R4_N51, R4_N52, R4_N53, R4_N54, R4_N55, R4_N56, R4_N57, R4_N58, R4_N59, R4_N60, R4_N61, R4_N62, R4_N66, R4_N69, R4_N71, R4_N72, R4_N73, R4_N77, R4_N78, R4_N79, R4_N80, R4_N81, R4_N82, R4_N83",False
R4_N64,junction,201,259,3.95,-4.65,4,15,"R4_N50, R4_N65, R4_N67, R4_N68",False
R4_N65,junction,204,259,4.1000000000000005,-4.65,4,21,"R4_N50, R4_N64, R4_N67, R4_N68",False
R4_N66,junction,153,260,1.55,-4.7,4,34,"R4_N122, R4_N123, R4_N124, R4_N126, R4_N42, R4_N48, R4_N49, R4_N51, R4_N52, R4_N53, R4_N54, R4_N55, R4_N56, R4_N57, R4_N58, R4_N59, R4_N60, R4_N61, R4_N62, R4_N63, R4_N69, R4_N71, R4_N72, R4_N73, R4_N77, R4_N78, R4_N79, R4_N80, R4_N81, R4_N82, R4_N83",False
R4_N67,junction,202,260,4.0,-4.7,4,17,"R4_N50, R4_N64, R4_N65, R4_N68",False
R4_N68,junction,203,260,4.05,-4.7,4,18,"R4_N50, R4_N64, R4_N65, R4_N67",False
R4_N69,junction,152,261,1.5,-4.75,4,36,"R4_N122, R4_N123, R4_N124, R4_N125, R4_N126, R4_N40, R4_N42, R4_N48, R4_N49, R4_N51, R4_N52, R4_N53, R4_N54, R4_N55, R4_N56, R4_N57, R4_N58, R4_N59, R4_N60, R4_N61, R4_N62, R4_N63, R4_N66, R4_N71, R4_N72, R4_N73, R4_N77, R4_N78, R4_N79, R4_N80, R4_N81, R4_N82, R4_N83",False
R4_N71,junction,153,262,1.55,-4.800000000000001,4,37,"R4_N28, R4_N122, R4_N125, R4_N126, R4_N40, R4_N41, R4_N43, R4_N46, R4_N47, R4_N49, R4_N51, R4_N52, R4_N53, R4_N54, R4_N55, R4_N56, R4_N57, R4_N58, R4_N59, R4_N60, R4_N61, R4_N62, R4_N63, R4_N66, R4_N69, R4_N72, R4_N73, R4_N77, R4_N78, R4_N79, R4_N80, R4_N81, R4_N82, R4_N83",False
R4_N72,junction,152,263,1.5,-4.8500000000000005,4,37,"R4_N28, R4_N122, R4_N123, R4_N124, R4_N126, R4_N41, R4_N43, R4_N46, R4_N47, R4_N49, R4_N51, R4_N52, R4_N53, R4_N54, R4_N55, R4_N56, R4_N57, R4_N58, R4_N59, R4_N60, R4_N61, R4_N62, R4_N63, R4_N66, R4_N69, R4_N71, R4_N73, R4_N77, R4_N78, R4_N79, R4_N80, R4_N81, R4_N82, R4_N83",False
R4_N73,junction,153,263,1.55,-4.8500000000000005,4,36,"R4_N124, R4_N125, R4_N126, R4_N40, R4_N41, R4_N42, R4_N46, R4_N49, R4_N51, R4_N52, R4_N53, R4_N54, R4_N55, R4_N56, R4_N57, R4_N58, R4_N59, R4_N60, R4_N61, R4_N62, R4_N63, R4_N66, R4_N69, R4_N71, R4_N72, R4_N77, R4_N78, R4_N79, R4_N80, R4_N81, R4_N82, R4_N83",False
R4_N77,junction,172,272,2.5,-5.300000000000001,4,31,"R4_N57, R4_N58, R4_N59, R4_N60, R4_N61, R4_N62, R4_N63, R4_N66, R4_N69, R4_N71, R4_N72, R4_N73, R4_N78, R4_N79, R4_N80, R4_N81, R4_N82, R4_N83",False
R4_N78,junction,171,273,2.45,-5.3500000000000005,4,28,"R4_N57, R4_N59, R4_N60, R4_N61, R4_N62, R4_N63, R4_N66, R4_N69, R4_N71, R4_N72, R4_N73, R4_N77, R4_N79, R4_N80, R4_N81, R4_N82, R4_N83",False
R4_N79,junction,168,274,2.3000000000000003,-5.4,4,28,"R4_N57, R4_N60, R4_N62, R4_N63, R4_N66, R4_N69, R4_N71, R4_N72, R4_N73, R4_N77, R4_N78, R4_N80, R4_N81, R4_N82, R4_N83",False
R4_N80,junction,169,274,2.35,-5.4,4,25,"R4_N57, R4_N62, R4_N63, R4_N66, R4_N69, R4_N71, R4_N72, R4_N73, R4_N77, R4_N78, R4_N79, R4_N81, R4_N82, R4_N83",False
R4_N81,junction,172,274,2.5,-5.4,4,27,"R4_N57, R4_N58, R4_N59, R4_N60, R4_N61, R4_N62, R4_N63, R4_N66, R4_N69, R4_N71, R4_N72, R4_N73, R4_N77, R4_N78, R4_N79, R4_N80, R4_N82, R4_N83",False
R4_N82,junction,169,275,2.35,-5.45,4,25,"R4_N57, R4_N60, R4_N62, R4_N63, R4_N66, R4_N69, R4_N71, R4_N72, R4_N73, R4_N77, R4_N78, R4_N79, R4_N80, R4_N81, R4_N83",False
R4_N83,junction,170,276,2.4000000000000004,-5.5,4,26,"R4_N57, R4_N59, R4_N60, R4_N61, R4_N62, R4_N63, R4_N66, R4_N69, R4_N71, R4_N72, R4_N73, R4_N77, R4_N78, R4_N79, R4_N80, R4_N81, R4_N82",False
R4_N122,junction,167,209,2.25,-2.15,4,31,"R4_N40, R4_N41, R4_N42, R4_N43, R4_N46, R4_N47, R4_N48, R4_N49, R4_N50, R4_N51, R4_N52, R4_N53, R4_N54, R4_N55, R4_N56, R4_N58, R4_N66, R4_N69, R4_N71, R4_N72, R4_N123, R4_N124, R4_N125, R4_N126",False
R4_N123,junction,167,210,2.25,-2.2,4,29,"R4_N122, R4_N40, R4_N41, R4_N42, R4_N43, R4_N46, R4_N47, R4_N48, R4_N49, R4_N51, R4_N52, R4_N53, R4_N54, R4_N55, R4_N56, R4_N58, R4_N66, R4_N69, R4_N72, R4_N124, R4_N125, R4_N126",False
R4_N124,junction,167,211,2.25,-2.25,4,31,"R4_N122, R4_N123, R4_N40, R4_N41, R4_N42, R4_N43, R4_N46, R4_N47, R4_N48, R4_N49, R4_N50, R4_N51, R4_N52, R4_N53, R4_N54, R4_N55, R4_N56, R4_N58, R4_N63, R4_N66, R4_N69, R4_N72, R4_N73, R4_N125, R4_N126",False
R4_N125,junction,167,212,2.25,-2.3000000000000003,4,31,"R4_N122, R4_N123, R4_N124, R4_N40, R4_N41, R4_N42, R4_N43, R4_N46, R4_N47, R4_N48, R4_N49, R4_N50, R4_N51, R4_N52, R4_N53, R4_N54, R4_N55, R4_N56, R4_N58, R4_N63, R4_N69, R4_N71, R4_N73, R4_N126",False
R4_N126,junction,168,213,2.3000000000000003,-2.35,4,31,"R4_N122, R4_N123, R4_N124, R4_N125, R4_N40, R4_N41, R4_N42, R4_N43, R4_N46, R4_N47, R4_N48, R4_N49, R4_N50, R4_N51, R4_N52, R4_N53, R4_N54, R4_N55, R4_N56, R4_N58, R4_N63, R4_N66, R4_N69, R4_N71, R4_N72, R4_N73",False
R5_N35,junction,233,217,5.550000000000001,-2.5500000000000003,5,20,"R5_N36, R5_N37, R5_N38, R5_N39, R5_N44, R5_N45",False
R5_N36,junction,232,218,5.5,-2.6,5,20,"R5_N35, R5_N37, R5_N38, R5_N39, R5_N44, R5_N45",False
R5_N37,junction,233,221,5.550000000000001,-2.75,5,20,"R5_N35, R5_N36, R5_N38, R5_N39, R5_N44, R5_N45",False
R5_N38,junction,248,223,6.300000000000001,-2.85,5,22,"R5_N35, R5_N36, R5_N37, R5_N39, R5_N44, R5_N45",False
R5_N39,junction,247,224,6.25,-2.9000000000000004,5,21,"R5_N35, R5_N36, R5_N37, R5_N38, R5_N44, R5_N45",False
R5_N44,junction,225,225,5.15,-2.95,5,14,"R5_N35, R5_N36, R5_N37, R5_N38, R5_N39, R5_N45",False
R5_N45,junction,248,225,6.300000000000001,-2.95,5,20,"R5_N35, R5_N36, R5_N37, R5_N38, R5_N39, R5_N44",False
R6_N75,junction,224,271,5.1000000000000005,-5.25,6,31,"R6_N76, R6_N84, R6_N85, R6_N86, R6_N87, R6_N88, R6_N89, R6_N91, R6_N93, R6_N95, R6_N96, R6_N97",False
R6_N76,junction,241,271,5.95,-5.25,6,21,"R6_N75, R6_N84, R6_N85, R6_N86, R6_N87, R6_N88, R6_N89, R6_N91, R6_N93, R6_N95, R6_N96, R6_N97",False
R6_N84,junction,229,276,5.3500000000000005,-5.5,6,27,"R6_N75, R6_N76, R6_N85, R6_N86, R6_N87, R6_N88, R6_N89, R6_N91, R6_N93, R6_N95, R6_N96, R6_N97",False
R6_N85,junction,236,276,5.7,-5.5,6,21,"R6_N75, R6_N76, R6_N84, R6_N86, R6_N87, R6_N88, R6_N89, R6_N91, R6_N93, R6_N95, R6_N96, R6_N97",False
R6_N86,junction,246,281,6.2,-5.75,6,26,"R6_N75, R6_N76, R6_N84, R6_N85, R6_N87, R6_N88, R6_N89, R6_N91, R6_N93, R6_N95, R6_N96, R6_N97",False
R6_N87,junction,244,282,6.1000000000000005,-5.800000000000001,6,29,"R6_N75, R6_N76, R6_N84, R6_N85, R6_N86, R6_N88, R6_N89, R6_N91, R6_N93, R6_N95, R6_N96, R6_N97",False
R6_N88,junction,245,282,6.15,-5.800000000000001,6,27,"R6_N75, R6_N76, R6_N84, R6_N85, R6_N86, R6_N87, R6_N89, R6_N91, R6_N93, R6_N95, R6_N96, R6_N97",False
R6_N89,junction,245,283,6.15,-5.8500000000000005,6,29,"R6_N75, R6_N76, R6_N84, R6_N85, R6_N86, R6_N87, R6_N88, R6_N91, R6_N93, R6_N95, R6_N96, R6_N97",False
R6_N91,junction,246,286,6.2,-6.0,6,27,"R6_N75, R6_N76, R6_N84, R6_N85, R6_N86, R6_N87, R6_N88, R6_N89, R6_N93, R6_N95, R6_N96, R6_N97",False
R6_N93,junction,245,287,6.15,-6.050000000000001,6,22,"R6_N75, R6_N76, R6_N84, R6_N85, R6_N86, R6_N87, R6_N88, R6_N89, R6_N91, R6_N95, R6_N96, R6_N97",False
