region_id,num_nodes,avg_degree,num_endpoints,num_junctions,num_intermediate,associated_doors,centroid
2,27,28.51851851851852,0,27,0,"D0, D2","(222, 185)"
3,5,11.8,0,5,0,D1,"(159, 194)"
4,46,30.391304347826086,0,46,0,"D0, D1, D3, D5","(169, 240)"
5,7,19.571428571428573,0,7,0,D2,"(236, 223)"
7,9,21.77777777777778,0,9,0,"D3, D4, D6","(207, 287)"
6,13,25.76923076923077,0,13,0,D4,"(231, 275)"
8,13,20.384615384615383,0,13,0,D5,"(147, 301)"
9,7,24.857142857142858,0,7,0,D6,"(232, 306)"
